Symbol,Sector,Name,Position,Company,University,Age,Compensation,Tenure_To,Tenure_From,Work Loction,Affiliation,Gender,DOB,POB,Nationality,Bachelors_University,Bachelors Specialization,Masters_University,Masters Specialization,Performance,Parents,Father Occupation,Mother Occupation, Starting_Age,Employment History
AIZ,Financials,Robert B. Pollock,"Chief Executive Officer, President and Executive Director,",Assurant Inc.,University of Wisconsin - Madison,58,7089592,2014,2006,"One Chase Manhattan PlazaNew York, New York 10005United States","American Bankers Insurance Group, Inc.|University of Wisconsin - Madison|American Memorial Life Insurance Company|Fortis Inc.|Union Security Insurance Company|Assurant Health, Inc.|Union Security Life Insurance Company of New York|Assurant Solutions, Inc.",Male,1956,United States of America,United States of America,University of Wisconsin,BBA,NA,NA,0.094621623,,,,50,Assurant - President - ts_bot - Employment tenure | Assurant - Chief Executive Officer - ts_bot - Employment tenure | Assurant - Titles in academia - ts_bot - Employment tenure | 
T,Telecommunications Services,Randall L. Stephenson,"Chairman of The Board, Chief Executive Officer, President and Chairman of Executive Committee,","AT&T, Inc.",University of Oklahoma,52,23247167,2014,2007,"208 South Akard StreetDallas, Texas 75202United States","Prodigy Communications Corp.|Emerson Electric Co.|AT&T Mobility LLC|University of Oklahoma|SBC Communications Inc., Pension Arm|University of Central Oklahoma|The Business Roundtable",Male,1962,United States of America,United States of America,University of Central Oklahoma,BS,University of Oklahoma,MS,0.416596133,,,,45,"AT&T - 2007-06 - President and CEO - ts_bot - Employment tenure | AT&T - 2005 - Chief Operating Officer - 2007 - nanette - Employment tenure | SBC Communications - 2004-04 - Chief Operating Officer - 2005-11 - nanette - Employment tenure | SBC Communications - 2001 - Senior Executive Vice President and Chief Financial Officer - 2004 - nanette - Employment tenure | SBC Communications - Senior Vice President, Consumer Marketing - nanette - Employment tenure | SBC Communications - 1996 - Controller - earlye - Employment tenure | Southwestern Bell - Senior Executive Vice President and Chief Financial Officer - earlye - Employment tenure | Southwestern Bell - 1982 - 1996 - earlye - Employment tenure | "
ADSK,Information Technology,Carl   Bass,"Chief Executive Officer, President and Director,","Autodesk, Inc.",Cornell University,56,9406409,2014,2006,"111 McInnis ParkwaySan Rafael, California 94903United States","McAfee, Inc.|Buzzsaw.com, Inc.|Impact Venture Partners|E2open, Inc.|Serena Software, Inc.|iRise, Inc.|Cornell University|LocationLogic LLC|Panzura, Inc.|Udacity, Inc.|Humin, Inc.",Male,1958,United States of America,United States of America,Cornell University,BA,NA,NA,0.259907626,,,,48,Autodesk - President - ts_bot - Employment tenure | Autodesk - Chief Executive Officer - ts_bot - Employment tenure | 
ADP,Information Technology,Carlos A. Rodriguez,"Chief Executive Officer, President and Director,","Automatic Data Processing, Inc.",Harvard University,49,6337755,2014,2011,"One ADP BoulevardRoseland, New Jersey 07068United States",Hubbell Inc.|Harvard University|Harvard College,Male,1965,United States of America,United States of America,Harvard University,BA,Harvard University,MBA,-0.234993497,,,,46,Automatic Data Processing - Corporate Vice President - ts_bot - Employment tenure | 
AN,Consumer Discretionary,Michael J. Jackson,"Chairman and Chief Executive Officer,",AutoNation Inc.,Saint Joseph's University,64,6283464,2014,1999," Mr. Jackson was named ""Industry Leader Of the Year""", by the Automotive Hall of Fame. Mr. Jackson is a 1971 graduate of Saint Joseph's University in Philadelphia. as Executive Vice President. Mr. Jackson served as the Managing Partner from March 1979 to July 1990 of Euro Motorcars of Bethesda,Male,1950,United States of America,United States of America,Saint Joseph's University,BA,NA,NA,-0.351214006,,,,49," Mr. Jackson was named ""Industry Leader Of the Year"""
AZO,Consumer Discretionary,William C. Rhodes III,"Chairman, Chief Executive Officer and President,","AutoZone, Inc.",University of Memphis,48,5305165,2014,2005,"123 South Front StreetMemphis, Tennessee 38103United States","Dollar General Corporation|University of Memphis|University of Tennessee, Martin|Retail Industry Leaders Association",Male,1966,United States of America,United States of America,"University of Tennessee, Martin",BS,University of Memphis,MBA,0.186698118,,,,39,AutoZone - Chairman - ts_bot - Employment tenure | AutoZone - Chief Executive Officer - ts_bot - Employment tenure | AutoZone - President - ts_bot - Employment tenure | 
AVB,Financials,Timothy J. Naughton,"Chairman, Chief Executive Officer, President, Member of Finance Committee and Member of Investment Committee,",Avalonbay Communities Inc.,Harvard University,51,11393742,2014,2012, where he graduated with High Distinction and was elected to Phi Beta Kappa. dispositions, asset management and property operations. He served as the Chief Operating Officer at Avalonbay since February 2001,Male,1963,United States of America,United States of America,University of Virginia,BS,Harvard University,MBA,-0.356481481,,,,49, acquisitions
AVY,Industrials,Dean A. Scarborough,"Chairman, Chief Executive Officer and President,",Avery Dennison Corporation,The University of Chicago,57,8015874,2014,2005,"207 Goode AvenueGlendale, California 91203United States","Mattel, Inc.|The University of Chicago|Hiram College",Male,1957,United States of America,United States of America,Hiram College,BA,University of Chicago,MBA,-0.616378435,,,,48,Avery Dennison - President and CEO - ts_bot - Employment tenure | 
AVP,Consumer Staples,Sherilyn S. McCoy,"Chief Executive Officer and Director,",Avon Products Inc.,"University of Massachusetts, Dartmouth",54,10194288,2014,2012,"777 Third AvenueNew York, New York 10017United States","Johnson & Johnson|Ethicon, Inc.|Princeton University|Rutgers, The State University of New Jersey|University of Massachusetts, Dartmouth|United States Foundation For Inspiration and Recognition of Science and Technology",Female,1960,United States of America,United States of America,"University of Massachusetts, Dartmouth",BS,Rutgers University,MBA,0.3,,,,52,"Johnson & Johnson - 2008-01 - Worldwide Chairman, Surgical Care Group Operating Committee - nanette - Employment tenure | Johnson & Johnson - 2005 - Worldwide Franchise Chairman, Medical Devices & Diagnostics - nanette - Employment tenure | Johnson & Johnson - 2005 - Company Group Chairman, Medical Devices & Diagnostics - nanette - Employment tenure | Johnson & Johnson - 2002 - Global President, Baby and Wound Care - nanette - Employment tenure | Johnson & Johnson - 1996 - Vice President, Research and Development - nanette - Employment tenure | Johnson & Johnson - 1982 - Associate Scientist - nanette - Employment tenure | Avon Products - /namespace/kgraph/wikimappers/2013-08-12 - Employment tenure | "
BHI,Energy,Martin S. Craighead,"Chairman, Chief Executive Officer, President and Chairman of Executive Committee,",Baker Hughes Incorporated,Vanderbilt University,53,8990520,2014,2013,"2929 Allen ParkwayHouston, Texas 77019United States",Vanderbilt University|Pennsylvania State University|Baker Hughes INTEQ GmbH|Baker Atlas Inc.,Male,1961,United States of America,United States of America,Pennsylvania State University,BA,Vanderbilt University,MBA,0,,,,52,Baker Hughes - Vice President - ts_bot - Employment tenure | 
BLL,Materials,John A. Hayes,"Chairman, Chief Executive Officer and President,",Ball Corporation,Colgate University,48,7736597,2014,2011,"10 Longs Peak DriveBroomfield, Colorado 80021United States","Ball Packaging Europe GmbH|Colgate University|J.L. Kellogg School of Management, Northwestern University",Male,1966,United States of America,United States of America,Colgate University,BA,Kellogg University,MBA,0.020084992,,,,45,Ball Corp. - Executive Vice President - ts_bot - Employment tenure | Ball Corp. - Vice President - ts_bot - Employment tenure | 
BAC,Financials,Brian T. Moynihan,"Chief Executive Officer, President, Director and Member of Executive Committee,",Bank of America Corporation,Brown University,53,13139357,2014,2010,"Bank of America Corporate CenterCharlotte, North Carolina 28255United States","Merrill Lynch & Co., Inc.|FleetBoston Financial Corporation|BlackRock, Inc.|Merrill Lynch Preferred Capital Trust III|Merrill Lynch Preferred Capital Trust IV|Merrill Lynch Preferred Capital Trust V|Merrill Lynch Preferred Funding III, L.P.|Merrill Lynch Preferred Funding IV, L.P.|BofA Merrill Lynch Preferred Funding V LP|Brown University|Miami University|Boy's And Girl's Clubs Of Boston Inc|Banc of America Investment Services, Inc.|Notre Dame Law School|United Way Of Mass Bay|Merrill Lynch International & Co. C.V.|Qualsec.|YouthBuild Boston Inc.|Crossroads Rhode Island|Providence Haitian Project Inc.",Male,1961,United States of America,United States of America,Brown University,BA,University of Notre Dame,JD,8.524324324,,,,49,"Bank of America Corporation - 2010-01-01 - President, Global Corporate & Investment Banking - ts_bot - Employment tenure | Bank of America Corporation - General counsel - ansamcw - Employment tenure | Bank of America Corporation - 2004 - President, Global Wealth and Investment Management Unit - earlye - Employment tenure | FleetBoston Financial - 2003-05 - Executive Vice President, Regional Commercial Financial Services and Investment Management - 2004 - earlye - Employment tenure | FleetBoston Financial - Executive Vice President, Brokerage and Wealth Management - 2003 - earlye - Employment tenure | Fleet Financial Group - 1993-04 - Deputy General Counsel - earlye - Employment tenure | "
BCR,Health Care,Timothy M. Ring,"Chairman, Chief Executive Officer and Chairman of Executive Committee,",CR Bard Inc.,Cornell University,55,9358648,2014,2003,"730 Central AvenueMurray Hill, New Jersey 07974United States","Ferrer Freeman & Company, LLC|Quest Diagnostics Inc.|Cornell University|CIT Group Inc.|Bard Access Systems, Inc.|Health Care Institute of New Jersey|PST, LLC|CIT Holdings, LLC",Male,1959,United States of America,United States of America,Cornell University,BS,NA,NA,0.226389006,,,,44,C. R. Bard - Chairman - ts_bot - Employment tenure | C. R. Bard - Chief Executive Officer - ts_bot - Employment tenure | 
BAX,Health Care,Robert L. Parkinson Jr.,"Chairman, Chief Executive Officer and President,",Baxter International Inc.,Loyola University of Chicago,62,16162128,2014,2004,"One Baxter ParkwayDeerfield, Illinois 60015United States","Abbott Laboratories|Enzon Pharmaceuticals Inc.|Baxter Healthcare Corporation|GeneProt, Inc.|Baxter Oncology GmbH|Loyola University of Chicago|Northwestern Lake Forest Hospital|Northwestern Memorial Healthcare|Baxter Healthcare Pty. Ltd.|United States Foundation For Inspiration and Recognition of Science and Technology|The Executives??_??_??_ Club of Chicago|Northwestern Memorial Foundation",Male,1952,United States of America,United States of America,Loyola University,BBA,Loyola University,MBA,0.292028559,,,,52,Baxter International - Chairman - ts_bot - Employment tenure | Baxter International - Chief Executive Officer - ts_bot - Employment tenure | 
BBT,Financials,Kelly S. King,"Chairman, Chief Executive Officer, President, Member of Executive Committee, Member of Risk Committee, Chairman of Branch Banking & Trust Company and Chief Executive Officer of Branch Banking & Trust Company,",BB&T Corporation,East Carolina University,64,11993625,2014,2009,"200 West Second StreetWinston-Salem, North Carolina 27101United States","BB & T Financial Corp.|Branch Banking and Trust Company|BB&T Insurance Services, Inc.|American Bankers Association|Federal Reserve Bank of Richmond|East Carolina University|Stonier School of Banking, University of Pennsylvania|Piedmont Triad Partnership|Financial Services Roundtable",Male,1950,United States of America,United States of America,East Carolina University,BSBA,East Carolina University,MBA,0.218200702,,,,59,BB&T - Chief Operating Officer - ts_bot - Employment tenure | 
BEAM,Consumer Discretionary,Matthew John Shattock,"Chief Executive Officer, President, Director, Member of Executive Committee and Member of Corporate Responsibility Committee,","Beam, Inc.",Durham University,51,7998981,2014,2011,"510 Lake Cook RoadDeerfield, Illinois 60015United States",Cadbury Limited|V.F. Corporation|Cadbury Nigeria Plc|Beam Global Spirits & Wine LLC|Durham University|Cadbury Adams USA LLC|Kent Gida Maddeleri Sanayii ve Ticaret AS,Male,1963,United Kingdom,United Kingdom,Durham University,BS,NA,NA,-0.32770979,,,,48,NA
BDX,Health Care,Vincent A. Forlenza BD,"Chairman, Chief Executive Officer and President,","Becton, Dickinson and Company",Lehigh University,60,9183033,2014,2012,"1 Becton DriveFranklin Lakes, New Jersey 07417United States","Valley Health System, Inc.|Lehigh University|The University of Pennsylvania|University of Pennsylvania - The Wharton School|Advanced Medical Technology Association|AdvaMed Dx",Male,1954,United States of America,United States of America,Lehigh University,BS,Wharton University,MBA,-0.788906009,,,,58,NA
BBBY,Consumer Discretionary,Steven H. Temares,"Chief Executive Officer and Director,",Bed Bath & Beyond Inc.,NA,54,15935149,2014,2003,"650 Liberty AvenueUnion, New Jersey 07083United States",Cost Plus Inc.,Male,1960,United States of America,United States of America,Rutgers University,BA,University of Pennsylvania,JD,0.314024881,,,,43,Bed Bath & Beyond - Chief Executive Officer - ts_bot - Employment tenure | 
BMS,Materials,Henry J. Theisen,"Chairman, Chief Executive Officer, President and Member of Executive & Finance Committee,","Bemis Company, Inc.","Concordia University, Wisconsin",59,7751359,2014,2008,"One Neenah CenterNeenah, Wisconsin 54957United States","Concordia University, Wisconsin|Manufacturers Alliance for Productivity and Innovation, Inc.",Male,1955,United States of America,United States of America,"Concordia University, Wisconsin",BS,NA,NA,0.060106343,,,,53,Bemis Company - Executive Vice President - ts_bot - Employment tenure | 
